supplier,supplier_code,invoice_description,lightspeed_product,cost_per_unit_incl_gst,basis,pack_size,pack_qty,pack_unit,cost_per_base_unit,venue,source_invoice,invoice_date,in_bounds,note
Aquarius,APDW31,White Prawn Meat 31/40,,175.00,per_unit,1,1,box,175.0000,marilynas,184463,2025-10-30,yes,1 box
Lightspeed,20700625,Esoterico Orange 750ML,Esoterico Orange,13.4300,,1,750,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20700625
Lightspeed,20700630,Geppetto Chardonnay 750ML,Geppetto Chardonnay,15.5675,,1,750,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20700630
Lightspeed,20700634,L'esprit Rosé 750ML,L'esprit Rosé,18.0000,,1,750,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20700634
Lightspeed,20700639,Azurescens Pinot Noir 750ML,Azurescens Pinot Noir,14.0000,,1,750,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20700639
Lightspeed,20700643,Kuku Sauv Blanc 750ML,Kuku Sauv Blanc,13.0000,,1,750,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20700643
Lightspeed,20700646,From Sundays Shiraz 750ML,From Sundays Shiraz,14.0000,,1,750,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20700646
Lightspeed,20700650,River Retreat Pinot Grigio 750ML,River Retreat Pinot Grigio,10.0500,,1,750,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20700650
Lightspeed,20710023,Frangelico 700ML,Frangelico,33.6700,,1,700,ml,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (ml); ProductID 20710023
Lightspeed,20727759,Pierre Ferrand Dry Curacao 700ML,Pierre Ferrand Dry Curacao,57.6500,,1,700,ml,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (ml); ProductID 20727759
Lightspeed,20727770,Bickfords Raspberry Cordial 700ML,Bickfords Raspberry Cordial,4.6800,,1,700,ml,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (ml); ProductID 20727770
Lightspeed,20727779,Bittermen's Tiki Bitters 700ML,Bittermen's Tiki Bitters,26.0300,,1,700,ml,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (ml); ProductID 20727779
Lightspeed,20727873,St. Felix Bitter Aperitivo 700ML,St. Felix Bitter Aperitivo,37.2800,,1,700,ml,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (ml); ProductID 20727873
Lightspeed,20727954,De Kuyper Butterscotch Schnapps 700ML,De Kuyper Butterscotch Schnapps,38.0800,,1,700,ml,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (ml); ProductID 20727954
Lightspeed,20727968,De Kuyper Peach Schnapps 700ML,De Kuyper Peach Schnapps,38.1100,,1,700,ml,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (ml); ProductID 20727968
Lightspeed,20728346,Sibiliana Nero D'Avola 750ML,Sibiliana Nero D'Avola,16.3400,,1,750,ml,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (ml); ProductID 20728346
Lightspeed,20728902,Casa Gheller Prosecco 750ML,Casa Gheller Prosecco,16.7300,,1,750,ml,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (ml); ProductID 20728902
Lightspeed,20729545,Michter's Bourbon 700ML,Michter's Bourbon,104.2600,,1,700,ml,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (ml); ProductID 20729545
Lightspeed,20729559,Massenez Framboise Raspberry 750ML,Massenez Framboise Raspberry,41.8200,,1,750,ml,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (ml); ProductID 20729559
Lightspeed,20744436,Amaro Montenegro 700ML,Amaro Montenegro,44.4800,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20744436
Lightspeed,20744437,Aperol 700ML,Aperol,24.1200,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20744437
Lightspeed,20744438,Archie Rose Signature Gin 750ML,Archie Rose Signature Gin,63.9200,,1,750,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20744438
Lightspeed,20744442,Belvedere Vodka 700ML,Belvedere Vodka,55.8000,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20744442
Lightspeed,20744445,Buffalo Trace Bourbon 700ML,Buffalo Trace Bourbon,48.6500,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20744445
Lightspeed,20744446,Campari 700ML,Campari,35.8500,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20744446
Lightspeed,20744453,Hendrick's Gin 700ML,Hendrick's Gin,66.6800,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20744453
Lightspeed,20744457,Kahlúa Coffee Liqueur 700ML,Kahlúa Coffee Liqueur,44.0900,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20744457
Lightspeed,20744458,Kraken Rum 700ML,Kraken Rum,45.9300,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20744458
Lightspeed,20744459,Lost Explorer Espadín Mezcal 700ML,Lost Explorer Espadín Mezcal,64.6700,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20744459
Lightspeed,20744460,Mancino Sakura Vermouth 700ML,Mancino Sakura Vermouth,47.2800,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20744460
Lightspeed,20744462,Monkey Shoulder Scotch 700ML,Monkey Shoulder Scotch,56.1800,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20744462
Lightspeed,20744464,Mr Black Coffee Liqueur 700ML,Mr Black Coffee Liqueur,40.7000,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20744464
Lightspeed,20744465,Oscar.697 Rosso Vermouth 700ML,Oscar.697 Rosso Vermouth,29.3000,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20744465
Lightspeed,20744468,Plantation 3 Stars White Rum 4500ML,Plantation 3 Stars White Rum,60.8300,,1,4500,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20744468
Lightspeed,20744469,Appleton Rum 700ML,Appleton Rum,51.2900,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20744469
Lightspeed,20744471,Rooster Blanco Tequila 700ML,Rooster Blanco Tequila,45.8300,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20744471
Lightspeed,20744475,St. Germain Elderflower Liqueur 700ML,St. Germain Elderflower Liqueur,48.9400,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20744475
Lightspeed,20744476,Tanqueray 10 Gin 700ML,Tanqueray 10 Gin,71.9000,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20744476
Lightspeed,20744477,White Light Pure Vodka 20000ML,White Light Pure Vodka,1002.7500,,1,20000,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20744477
Lightspeed,20744549,Alehouse Premium Lager,Alehouse Premium Lager,185.0000,keg,1,1,keg,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (keg); ProductID 20744549
Lightspeed,20744653,Roku Gin 700ML,Roku Gin,51.6700,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20744653
Lightspeed,20744658,Haku Vodka 700ML,Haku Vodka,46.1800,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20744658
Lightspeed,20744666,Dolin Rouge Vermouth 750ML,Dolin Rouge Vermouth,23.6700,,1,750,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20744666
Lightspeed,20744670,Punt e Mes Vermouth 700ML,Punt e Mes Vermouth,38.2700,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20744670
Lightspeed,20744688,Calle 23 Blanco Tequila 700ML,Calle 23 Blanco Tequila,72.0000,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20744688
Lightspeed,20747507,Disaronno 700ML,Disaronno,43.3400,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20747507
Lightspeed,20747514,Angostura Bitters 200ml 200ML,Angostura Bitters 200ml,1.3400,,1,200,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20747514
Lightspeed,20747682,Luxardo Maraschino 700ML,Luxardo Maraschino,51.4200,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20747682
Lightspeed,20747701,Chambord 700ML,Chambord,50.7300,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20747701
Lightspeed,20750112,Angel's Envy Bourbon 700ML,Angel's Envy Bourbon,89.1400,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750112
Lightspeed,20750118,Braulio 700ML,Braulio,30.1500,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750118
Lightspeed,20750119,Brix White Rum 700ML,Brix White Rum,58.0200,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750119
Lightspeed,20750121,Brookie's Slow Gin 700ML,Brookie's Slow Gin,57.9400,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750121
Lightspeed,20750125,Cazcabel Reposado Tequila 700ML,Cazcabel Reposado Tequila,64.4400,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750125
Lightspeed,20750127,Chartreuse Yellow 700ML,Chartreuse Yellow,76.0900,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750127
Lightspeed,20750132,Cocchi Americano 700ML,Cocchi Americano,52.3200,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750132
Lightspeed,20750133,Cointreau 700ML,Cointreau,49.9500,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750133
Lightspeed,20750136,Cynar 700ML,Cynar,28.3800,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750136
Lightspeed,20750138,De Kuyper Butterscotch Schnapps 700ML,De Kuyper Butterscotch Schnapps,38.0800,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750138
Lightspeed,20750139,De Kuyper Peach Schnapps 700ML,De Kuyper Peach Schnapps,38.1100,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750139
Lightspeed,20750140,Dom Benedictine 700ML,Dom Benedictine,58.0500,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750140
Lightspeed,20750141,Domaine de Canton Ginger Liqueur 700ML,Domaine de Canton Ginger Liqueur,48.9400,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750141
Lightspeed,20750145,Fever-Tree Naturally Light Tonic,Fever-Tree Naturally Light Tonic,2.6100,can,1,1,each,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (each); ProductID 20750145
Lightspeed,20750146,Fever-Tree Mediterannean Tonic,Fever-Tree Mediterannean Tonic,2.6100,can,1,1,each,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (each); ProductID 20750146
Lightspeed,20750150,Frangelico 700ML,Frangelico,33.6700,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750150
Lightspeed,20750155,Grand Marnier 700ML,Grand Marnier,52.7900,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750155
Lightspeed,20750156,Hartshorn Sheep Whey Vodka 700ML,Hartshorn Sheep Whey Vodka,65.4500,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750156
Lightspeed,20750157,Harveys Bristol Cream Sherry 700ML,Harveys Bristol Cream Sherry,14.5900,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750157
Lightspeed,20750159,Illegal Reposado Mezcal 700ML,Illegal Reposado Mezcal,102.0500,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750159
Lightspeed,20750160,Italicus Bergamot Liqueur 700ML,Italicus Bergamot Liqueur,66.4800,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750160
Lightspeed,20750161,John D. Taylor's Velvet Falernum 700ML,John D. Taylor's Velvet Falernum,34.9900,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750161
Lightspeed,20750162,Joseph Cartron Apricot Brandy 700ML,Joseph Cartron Apricot Brandy,45.2000,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750162
Lightspeed,20750167,Lillet Blanc Aperitif 750ML,Lillet Blanc Aperitif,27.8000,,1,750,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750167
Lightspeed,20750169,Mac. Liqueur by Brookie's 700ML,Mac. Liqueur by Brookie's,45.9900,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750169
Lightspeed,20750170,Macallan Sherry Oak 12yr 700ML,Macallan Sherry Oak 12yr,137.3400,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750170
Lightspeed,20750171,Michter's Bourbon 700ML,Michter's Bourbon,104.2600,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750171
Lightspeed,20750174,Myer's Jamaican Rum 700ML,Myer's Jamaican Rum,61.0600,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750174
Lightspeed,20750175,Never Never Oyster Shell Gin 700ML,Never Never Oyster Shell Gin,69.5000,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750175
Lightspeed,20750176,Noilly Prat Dry Vermouth 700ML,Noilly Prat Dry Vermouth,35.6900,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750176
Lightspeed,20750178,Oscar.697 Bianco Vermouth 700ML,Oscar.697 Bianco Vermouth,42.6700,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750178
Lightspeed,20750180,Pierre Ferrand Dry Curacao 700ML,Pierre Ferrand Dry Curacao,57.6500,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750180
Lightspeed,20750181,Pimm's Aperitif 700ML,Pimm's Aperitif,35.1700,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750181
Lightspeed,20750182,Poor Tom's Strawberry Gin 700ML,Poor Tom's Strawberry Gin,71.3600,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750182
Lightspeed,20750183,Quiquiriqui Mezcal 700ML,Quiquiriqui Mezcal,78.5900,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750183
Lightspeed,20750187,Select Aperitivo 700ML,Select Aperitivo,27.6100,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750187
Lightspeed,20750188,St. Remy Brandy 700ML,St. Remy Brandy,38.3200,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750188
Lightspeed,20750189,Stow Vermouth Blend 700ML,Stow Vermouth Blend,41.3400,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750189
Lightspeed,20750193,Tequila Ocho Anejo 700ML,Tequila Ocho Anejo,99.0000,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750193
Lightspeed,20750194,Tilde Raw Vodka 700ML,Tilde Raw Vodka,59.0000,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750194
Lightspeed,20750195,Tito's Vodka 700ML,Tito's Vodka,61.9300,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750195
Lightspeed,20750197,Vinada Sparking Chardonnay 750ML,Vinada Sparking Chardonnay,12.5600,,1,750,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750197
Lightspeed,20750198,Wolf Lane Navy Gin 700ML,Wolf Lane Navy Gin,77.4000,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750198
Lightspeed,20750199,Wray & Nephew's OR Rumbar OP Rum 700ML,Wray & Nephew's OR Rumbar OP Rum,95.4500,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750199
Lightspeed,20750233,Massenez Triple Sec 5000ML,Massenez Triple Sec,270.0800,,1,5000,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750233
Lightspeed,20767725,Trutta Streamside Shiraz [HG] 750ML,Trutta Streamside Shiraz [HG],18.0500,,1,750,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20767725
Lightspeed,20768342,St. Felix Bitter Aperitivo 700ML,St. Felix Bitter Aperitivo,37.2800,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20768342
Lightspeed,20810699,Kunizakari Umeshu 700ML,Kunizakari Umeshu,44.0000,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20810699
Lightspeed,20961451,Cocchi Chinato 700ML,Cocchi Chinato,59.7300,,1,700,ml,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (ml); ProductID 20961451
Lightspeed,21003109,Jinzu Gin 700ML,Jinzu Gin,76.9100,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 21003109
Lightspeed,21003110,Opihr Spiced Gin 700ML,Opihr Spiced Gin,72.5700,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 21003110
Lightspeed,21050700,Coke Can,Coke Can,1.8900,can,1,1,each,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (each); ProductID 21050700
Lightspeed,21050703,Sprite Can,Sprite Can,1.4700,can,1,1,each,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (each); ProductID 21050703
Lightspeed,21050706,San Pellegrino 500ml,San Pellegrino 500ml,2.3200,can,1,1,each,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (each); ProductID 21050706
Lightspeed,21319585,Hyoketsu Lemon [HG],Hyoketsu Lemon [HG],4.3100,can,1,1,each,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (each); ProductID 21319585
Lightspeed,21749602,Whispering Angel Rosé 750ML,Whispering Angel Rosé,32.7500,,1,750,ml,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (ml); ProductID 21749602
Lightspeed,21750311,Jinro Chamisul - 360ml 360ML,Jinro Chamisul - 360ml,12.1200,,1,360,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 21750311
Lightspeed,21750316,Jinro Strawberry - 360ml 360ML,Jinro Strawberry - 360ml,11.4300,,1,360,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 21750316
Lightspeed,21925753,Ottelia Cab Sav 750ML,Ottelia Cab Sav,24.2000,,1,750,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 21925753
Lightspeed,21925781,Padrillos Malbec 750ML,Padrillos Malbec,17.8200,,1,750,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 21925781
Lightspeed,21939293,Little Dragon Can,Little Dragon Can,3.4861,can,1,1,each,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (each); ProductID 21939293
Lightspeed,21999769,Peroni 0%,Peroni 0%,1.8463,can,1,1,each,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (each); ProductID 21999769
Lightspeed,22001021,Year Wines Fiano 750ML,Year Wines Fiano,16.5642,,1,750,ml,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (ml); ProductID 22001021
Lightspeed,22169779,Hine Rare VSOP Cognac 700ML,Hine Rare VSOP Cognac,118.9400,,1,700,ml,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (ml); ProductID 22169779
Lightspeed,22384136,Little Dragon Ginger Beer Can,Little Dragon Ginger Beer Can,3.3783,can,1,1,each,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (each); ProductID 22384136
Lightspeed,22442023,Dolin Rouge Vermouth 750ML,Dolin Rouge Vermouth,26.1250,,1,750,ml,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (ml); ProductID 22442023
Lightspeed,22575956,818 Tequila Blanco 700ML,818 Tequila Blanco,78.3300,,1,700,ml,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (ml); ProductID 22575956
Lightspeed,22614595,Hard Rated Can,Hard Rated Can,3.9600,can,1,1,each,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (each); ProductID 22614595
Lightspeed,22795730,Two Bays GF Rice Lager Can [HG],Two Bays GF Rice Lager Can [HG],4.9900,can,1,1,each,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (each); ProductID 22795730
Lightspeed,22865351,Luxardo Bianco 700ML,Luxardo Bianco,99.9900,,1,700,ml,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (ml); ProductID 22865351
Lightspeed,22865362,Ancho Reyes Chilli Liqueur 700ML,Ancho Reyes Chilli Liqueur,68.6700,,1,700,ml,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (ml); ProductID 22865362
Lightspeed,22931792,Hahn Super Dry GF,Hahn Super Dry GF,2.6250,can,1,1,each,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (each); ProductID 22931792
Lightspeed,22963725,Bickfords Raspberry Cordial 750ML,Bickfords Raspberry Cordial,4.6800,,1,750,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 22963725
Lightspeed,23102996,Omen Stout Nitro,Omen Stout Nitro,341.5500,keg,1,1,keg,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (keg); ProductID 23102996
Lightspeed,23114865,Aether Vodka 700ML,Aether Vodka,58.7900,,1,700,ml,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (ml); ProductID 23114865
